"","training","fam","f","type","n","out","perc","c2"
"2427","Validation","LTR","MER90a#LTR_ERV1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2428","Validation","LTR","MER90a#LTR_ERV1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2429","Validation","LTR","MER92-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2430","Validation","LTR","MER92-int#LTR_ERV1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2431","Validation","LTR","MER92B#LTR_ERV1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2432","Validation","LTR","MER92B#LTR_ERV1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2433","Validation","LTR","MER9a1#LTR_ERVK","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2434","Validation","LTR","MER9a1#LTR_ERVK","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2435","Validation","LTR","MER9a2#LTR_ERVK","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"2436","Validation","LTR","MER9a2#LTR_ERVK","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2437","Validation","LTR","MER9a3#LTR_ERVK","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"2438","Validation","LTR","MER9a3#LTR_ERVK","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2439","Validation","LTR","MLT-int#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2440","Validation","LTR","MLT-int#LTR_ERVL-MaLR","No Known Liver Disease",106,9,0.0849056603773585,"FALSE"
"2441","Validation","LTR","MLT1A#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2442","Validation","LTR","MLT1A#LTR_ERVL-MaLR","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2443","Validation","LTR","MLT1A0#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2444","Validation","LTR","MLT1A0#LTR_ERVL-MaLR","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2445","Validation","LTR","MLT1A1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2446","Validation","LTR","MLT1A1#LTR_ERVL-MaLR","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2447","Validation","LTR","MLT1B#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2448","Validation","LTR","MLT1B#LTR_ERVL-MaLR","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2449","Validation","LTR","MLT1C#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2450","Validation","LTR","MLT1C#LTR_ERVL-MaLR","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2451","Validation","LTR","MLT1C2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2452","Validation","LTR","MLT1C2#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2453","Validation","LTR","MLT1D#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2454","Validation","LTR","MLT1D#LTR_ERVL-MaLR","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2455","Validation","LTR","MLT1E#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2456","Validation","LTR","MLT1E#LTR_ERVL-MaLR","No Known Liver Disease",106,0,0,"FALSE"
"2457","Validation","LTR","MLT1E1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2458","Validation","LTR","MLT1E1#LTR_ERVL-MaLR","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2459","Validation","LTR","MLT1E1A#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2460","Validation","LTR","MLT1E1A#LTR_ERVL-MaLR","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"2461","Validation","LTR","MLT1E2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2462","Validation","LTR","MLT1E2#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2463","Validation","LTR","MLT1E3#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2464","Validation","LTR","MLT1E3#LTR_ERVL-MaLR","No Known Liver Disease",106,8,0.0754716981132075,"FALSE"
"2465","Validation","LTR","MLT1F#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2466","Validation","LTR","MLT1F#LTR_ERVL-MaLR","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2467","Validation","LTR","MLT1F1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2468","Validation","LTR","MLT1F1#LTR_ERVL-MaLR","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2469","Validation","LTR","MLT1F2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2470","Validation","LTR","MLT1F2#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2471","Validation","LTR","MLT1G#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2472","Validation","LTR","MLT1G#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2473","Validation","LTR","MLT1G1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2474","Validation","LTR","MLT1G1#LTR_ERVL-MaLR","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2475","Validation","LTR","MLT1G3#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2476","Validation","LTR","MLT1G3#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2477","Validation","LTR","MLT1H#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2478","Validation","LTR","MLT1H#LTR_ERVL-MaLR","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2479","Validation","LTR","MLT1H1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2480","Validation","LTR","MLT1H1#LTR_ERVL-MaLR","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2481","Validation","LTR","MLT1H2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2482","Validation","LTR","MLT1H2#LTR_ERVL-MaLR","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2483","Validation","LTR","MLT1I#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2484","Validation","LTR","MLT1I#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2485","Validation","LTR","MLT1J#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2486","Validation","LTR","MLT1J#LTR_ERVL-MaLR","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2487","Validation","LTR","MLT1J-int#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2488","Validation","LTR","MLT1J-int#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2489","Validation","LTR","MLT1J1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2490","Validation","LTR","MLT1J1#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2491","Validation","LTR","MLT1J2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2492","Validation","LTR","MLT1J2#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2493","Validation","LTR","MLT1K#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2494","Validation","LTR","MLT1K#LTR_ERVL-MaLR","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2495","Validation","LTR","MLT1L#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2496","Validation","LTR","MLT1L#LTR_ERVL-MaLR","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"2497","Validation","LTR","MLT1M#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2498","Validation","LTR","MLT1M#LTR_ERVL-MaLR","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2499","Validation","LTR","MLT1N2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2500","Validation","LTR","MLT1N2#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2501","Validation","LTR","MLT1O#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2502","Validation","LTR","MLT1O#LTR_ERVL-MaLR","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2503","Validation","LTR","MLT2A1#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"2504","Validation","LTR","MLT2A1#LTR_ERVL","No Known Liver Disease",106,0,0,"FALSE"
"2505","Validation","LTR","MLT2A2#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2506","Validation","LTR","MLT2A2#LTR_ERVL","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2507","Validation","LTR","MLT2B1#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2508","Validation","LTR","MLT2B1#LTR_ERVL","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2509","Validation","LTR","MLT2B2#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2510","Validation","LTR","MLT2B2#LTR_ERVL","No Known Liver Disease",106,8,0.0754716981132075,"FALSE"
"2511","Validation","LTR","MLT2B3#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2512","Validation","LTR","MLT2B3#LTR_ERVL","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2513","Validation","LTR","MLT2B4#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2514","Validation","LTR","MLT2B4#LTR_ERVL","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2515","Validation","LTR","MLT2B5#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2516","Validation","LTR","MLT2B5#LTR_ERVL","No Known Liver Disease",106,8,0.0754716981132075,"FALSE"
"2517","Validation","LTR","MLT2C1#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2518","Validation","LTR","MLT2C1#LTR_ERVL","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2519","Validation","LTR","MLT2C2#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2520","Validation","LTR","MLT2C2#LTR_ERVL","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2521","Validation","LTR","MLT2D#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2522","Validation","LTR","MLT2D#LTR_ERVL","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2523","Validation","LTR","MLT2F#LTR_ERVL","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2524","Validation","LTR","MLT2F#LTR_ERVL","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"2525","Validation","LTR","MSTA#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2526","Validation","LTR","MSTA#LTR_ERVL-MaLR","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2527","Validation","LTR","MSTA1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2528","Validation","LTR","MSTA1#LTR_ERVL-MaLR","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2529","Validation","LTR","MSTB#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2530","Validation","LTR","MSTB#LTR_ERVL-MaLR","No Known Liver Disease",106,0,0,"FALSE"
"2531","Validation","LTR","MSTB1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2532","Validation","LTR","MSTB1#LTR_ERVL-MaLR","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2533","Validation","LTR","MSTB2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2534","Validation","LTR","MSTB2#LTR_ERVL-MaLR","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2535","Validation","LTR","MSTC#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2536","Validation","LTR","MSTC#LTR_ERVL-MaLR","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2537","Validation","LTR","MSTD#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2538","Validation","LTR","MSTD#LTR_ERVL-MaLR","No Known Liver Disease",106,0,0,"FALSE"
"2539","Validation","LTR","MamGyp-int#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2540","Validation","LTR","MamGyp-int#LTR_Gypsy","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2541","Validation","LTR","MamGypLTR1a#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2542","Validation","LTR","MamGypLTR1a#LTR_Gypsy","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2543","Validation","LTR","MamGypLTR1b#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2544","Validation","LTR","MamGypLTR1b#LTR_Gypsy","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2545","Validation","LTR","MamGypLTR1c#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2546","Validation","LTR","MamGypLTR1c#LTR_Gypsy","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2547","Validation","LTR","MamGypLTR1d#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2548","Validation","LTR","MamGypLTR1d#LTR_Gypsy","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"2549","Validation","LTR","MamGypLTR2b#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2550","Validation","LTR","MamGypLTR2b#LTR_Gypsy","No Known Liver Disease",106,10,0.0943396226415094,"FALSE"
"2551","Validation","LTR","MamGypLTR2c#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2552","Validation","LTR","MamGypLTR2c#LTR_Gypsy","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2553","Validation","LTR","MamGypLTR3#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2554","Validation","LTR","MamGypLTR3#LTR_Gypsy","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2555","Validation","LTR","MamGypLTR3a#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2556","Validation","LTR","MamGypLTR3a#LTR_Gypsy","No Known Liver Disease",106,0,0,"FALSE"
"2557","Validation","LTR","MamGypLTR4#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2558","Validation","LTR","MamGypLTR4#LTR_Gypsy","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2559","Validation","LTR","MamGypsy2-I#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2560","Validation","LTR","MamGypsy2-I#LTR_Gypsy","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2561","Validation","LTR","MamGypsy2-LTR#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"2562","Validation","LTR","MamGypsy2-LTR#LTR_Gypsy","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2563","Validation","LTR","MamRep1151#LTR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2564","Validation","LTR","MamRep1151#LTR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2565","Validation","LTR","MamRep1527#LTR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2566","Validation","LTR","MamRep1527#LTR","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2567","Validation","LTR","MamRep605#LTR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2568","Validation","LTR","MamRep605#LTR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2569","Validation","LTR","MamRep605b#LTR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2570","Validation","LTR","MamRep605b#LTR","No Known Liver Disease",106,0,0,"FALSE"
"2571","Validation","LTR","PABL_A#LTR_ERV1","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2572","Validation","LTR","PABL_A#LTR_ERV1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2573","Validation","LTR","PABL_B-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2574","Validation","LTR","PABL_B-int#LTR_ERV1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2575","Validation","LTR","PRIMA4-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2576","Validation","LTR","PRIMA4-int#LTR_ERV1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2577","Validation","LTR","PRIMA41-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2578","Validation","LTR","PRIMA41-int#LTR_ERV1","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2579","Validation","LTR","PRIMA4_LTR#LTR_ERV1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2580","Validation","LTR","PRIMA4_LTR#LTR_ERV1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2581","Validation","LTR","THE1A#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2582","Validation","LTR","THE1A#LTR_ERVL-MaLR","No Known Liver Disease",106,0,0,"FALSE"
"2583","Validation","LTR","THE1B#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2584","Validation","LTR","THE1B#LTR_ERVL-MaLR","No Known Liver Disease",106,0,0,"FALSE"
"2585","Validation","LTR","THE1C#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2586","Validation","LTR","THE1C#LTR_ERVL-MaLR","No Known Liver Disease",106,0,0,"FALSE"
"2587","Validation","LTR","THE1D#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2588","Validation","LTR","THE1D#LTR_ERVL-MaLR","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2589","Validation","RNA/DNA
Elements","7SLRNA#srpRNA","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2590","Validation","RNA/DNA
Elements","7SLRNA#srpRNA","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2591","Validation","RNA/DNA
Elements","AmnHarb1#DNA_PIF-Harbinger","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2592","Validation","RNA/DNA
Elements","AmnHarb1#DNA_PIF-Harbinger","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2593","Validation","RNA/DNA
Elements","Arthur1#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2594","Validation","RNA/DNA
Elements","Arthur1#DNA_hAT-Tip100","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2595","Validation","RNA/DNA
Elements","Arthur1A#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2596","Validation","RNA/DNA
Elements","Arthur1A#DNA_hAT-Tip100","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2597","Validation","RNA/DNA
Elements","Arthur1B#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2598","Validation","RNA/DNA
Elements","Arthur1B#DNA_hAT-Tip100","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2599","Validation","RNA/DNA
Elements","Arthur2#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2600","Validation","RNA/DNA
Elements","Arthur2#DNA_hAT-Tip100","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2601","Validation","RNA/DNA
Elements","BLACKJACK#DNA_hAT-Blackjack","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2602","Validation","RNA/DNA
Elements","BLACKJACK#DNA_hAT-Blackjack","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2603","Validation","RNA/DNA
Elements","Chap1_Mam#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2604","Validation","RNA/DNA
Elements","Chap1_Mam#DNA_hAT-Charlie","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2605","Validation","RNA/DNA
Elements","Chap1a_Mam#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2606","Validation","RNA/DNA
Elements","Chap1a_Mam#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2607","Validation","RNA/DNA
Elements","Charlie1#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"2608","Validation","RNA/DNA
Elements","Charlie1#DNA_hAT-Charlie","No Known Liver Disease",106,13,0.122641509433962,"No Known Liver Disease"
"2609","Validation","RNA/DNA
Elements","Charlie10#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2610","Validation","RNA/DNA
Elements","Charlie10#DNA_hAT-Charlie","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2611","Validation","RNA/DNA
Elements","Charlie13a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2612","Validation","RNA/DNA
Elements","Charlie13a#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2613","Validation","RNA/DNA
Elements","Charlie13b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2614","Validation","RNA/DNA
Elements","Charlie13b#DNA_hAT-Charlie","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2615","Validation","RNA/DNA
Elements","Charlie14a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2616","Validation","RNA/DNA
Elements","Charlie14a#DNA_hAT-Charlie","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2617","Validation","RNA/DNA
Elements","Charlie15a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2618","Validation","RNA/DNA
Elements","Charlie15a#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2619","Validation","RNA/DNA
Elements","Charlie15b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2620","Validation","RNA/DNA
Elements","Charlie15b#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2621","Validation","RNA/DNA
Elements","Charlie16#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"2622","Validation","RNA/DNA
Elements","Charlie16#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2623","Validation","RNA/DNA
Elements","Charlie16a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2624","Validation","RNA/DNA
Elements","Charlie16a#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2625","Validation","RNA/DNA
Elements","Charlie17#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2626","Validation","RNA/DNA
Elements","Charlie17#DNA_hAT-Charlie","No Known Liver Disease",106,8,0.0754716981132075,"FALSE"
"2627","Validation","RNA/DNA
Elements","Charlie17a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2628","Validation","RNA/DNA
Elements","Charlie17a#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2629","Validation","RNA/DNA
Elements","Charlie17b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2630","Validation","RNA/DNA
Elements","Charlie17b#DNA_hAT-Charlie","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2631","Validation","RNA/DNA
Elements","Charlie18a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2632","Validation","RNA/DNA
Elements","Charlie18a#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2633","Validation","RNA/DNA
Elements","Charlie19a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2634","Validation","RNA/DNA
Elements","Charlie19a#DNA_hAT-Charlie","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2635","Validation","RNA/DNA
Elements","Charlie1a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2636","Validation","RNA/DNA
Elements","Charlie1a#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
